project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program,fecha_post,sri_post,time_period,sri_change
prm,ec0092258,2022-01-26T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,2,1,NA,1,1 - 3 Years,2021-08-05T00:00:00Z,2,0,2,5,5,3,5,4,3,3,5,1,5,3,4,3.7777777777777777,0.44999999999999996,0,0.4,0.85,2.9277777777777776,7180dc2f-8173-4c2b-9d02-c6d86bb584fd,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-26T00:00:00Z,3.2666666666666666,90,0.338888888888889
prm,ec0092265,2022-01-26T00:00:00Z,hector bravo mendoza,Masculino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Protección Internacional,Español,0,0,0,2,< 1 Year,2021-04-22T00:00:00Z,4,1,3,0,5,3,5,2,5,5,5,1,1,1,1,3.2222222222222223,0.3,0,0,0.3,2.9222222222222225,02666977-e7ff-4935-a774-39f6ed6c6e49,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.025,100,0.10277777777777741
prm,ec0092266,2022-02-02T00:00:00Z,alexandra lopez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Pasaporte,Español,2,0,2,1,1 - 3 Years,2020-02-16T00:00:00Z,4,3,2,5,5,1,3,5,3,3,3,1,1,3,2,3.4,0.44999999999999996,0.2,0.4,1.0499999999999998,2.35,4e0b8bae-dcc1-45a0-8b26-24b850e50379,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.5,90,1.15
prm,ec0092277,2022-02-08T00:00:00Z,amelia bone,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 - 3 Years,2020-11-12T00:00:00Z,4,5,5,5,3,3,5,3,3,3,3,3,1,3,2,3.6,0,0,0.4,0.4,3.2,bd855ae4-9c5d-478a-99b8-938efbbe0764,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-19T00:00:00Z,3.6666666666666665,100,0.46666666666666634
prm,ec0092279,2022-01-27T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,NA,NA,1,1 - 3 Years,2021-08-19T00:00:00Z,4,3,5,5,3,3,3,2,3,3,2,1,1,1,1,2.7,0,0,0.4,0.4,2.3000000000000003,5e99889b-88e2-4f50-938b-4a7997a28986,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,4.1,99,1.7999999999999994
prm,ec0092282,2022-02-08T00:00:00Z,amelia bone,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 - 3 Years,2021-02-07T00:00:00Z,2,0,5,1,0,3,5,2,3,3,5,1,1,3,2,2.625,0,0,0.4,0.4,2.225,fac759f8-6c32-42e5-9869-a6a73d0841fb,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,2.325,73,0.10000000000000009
prm,ec0092292,2022-01-25T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2021-09-01T00:00:00Z,4,5,3,1,1,3,3,2,3,3,3,3,5,3,4,2.9,0.3,0,0.4,0.7,2.2,41802f80-df1e-473a-9d87-803d8c5df1ca,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-27T00:00:00Z,3.2,92,1
prm,ec0092293,2022-01-28T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,NA,NA,2,1 - 3 Years,2022-01-28T00:00:00Z,5,1,2,0,3,1,5,1,1,5,3,1,5,3,4,2.6666666666666665,0.44999999999999996,0.2,0,0.6499999999999999,2.0166666666666666,3de7ae5e-5995-4f67-8ac3-68212690d07c,MDG Regular,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.5111111111111106,97,1.494444444444444
prm,ec0092307,2022-01-26T00:00:00Z,hector bravo mendoza,Masculino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,3 - 5 Years,2018-07-15T00:00:00Z,2,1,5,5,3,3,5,2,3,5,3,1,1,3,2,2.7,0,0,0,0,2.7,5043fb26-ddee-45c4-a388-99699c963596,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-27T00:00:00Z,3,91,0.2999999999999998
prm,ec0092308,2022-02-03T00:00:00Z,ivett vanessa ramos bosquez,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Turno para admisibilidad,Español,0,0,0,1,< 1 Year,2022-09-01T00:00:00Z,5,0,5,0,0,3,3,1,1,3,5,1,1,3,2,2.5714285714285716,0,0,0.4,0.4,2.1714285714285717,716becee-90c5-461e-8a1d-ccfbb9765e38,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.6,85,1.4285714285714284
prm,ec0092312,2022-02-03T00:00:00Z,ivett vanessa ramos bosquez,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Turno para admisibilidad,Español,3,0,3,1,< 1 Year,2021-07-30T00:00:00Z,5,5,5,1,0,3,5,2,3,3,3,1,5,3,4,3.2222222222222223,0,0,0.4,0.4,2.8222222222222224,09dee831-d597-4456-9b8d-2c209e74746e,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,2.7333333333333334,85,-0.08888888888888902
prm,ec0092314,2022-02-04T00:00:00Z,jetzabeth molina,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,2,< 1 Year,2020-10-20T00:00:00Z,5,1,5,5,3,2,3,2,3,1,5,1,1,3,2,3,0,0.1,0.8,0.9,2.1,693901f0-3572-495f-8463-522169ed4279,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-12T00:00:00Z,3.4,67,1.2999999999999998
prm,ec0092319,2022-02-01T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,1,0,1,3,1 - 3 Years,2018-09-03T00:00:00Z,5,1,2,5,0,3,3,2,3,5,3,3,5,5,5,3.3333333333333335,0.44999999999999996,0,0,0.44999999999999996,2.8833333333333337,a9997b84-a437-4c0c-9972-26318bd215b2,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-28T00:00:00Z,3.35,86,0.46666666666666634
prm,ec0092334,2022-02-01T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Vía telefónica,Colombiana,Femenino,NA,Español,"Cédula de identidad / ciudadanía Pasaporte Otras Visas (profesional, estudiante, etc)",Español,1,0,1,1,1 - 3 Years,2018-12-20T00:00:00Z,4,0,3,5,3,3,3,3,3,5,5,1,1,1,1,3.111111111111111,0.3,0,0,0.3,2.8111111111111113,64081ff4-d387-4d20-bae2-4cff17950ed0,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-27T00:00:00Z,3.1,85,0.28888888888888875
prm,ec0092335,2022-01-31T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2022-01-31T00:00:00Z,3,0,5,3,3,3,3,1,3,2,5,3,1,1,1,2.7777777777777777,0,0,0.6000000000000001,0.6000000000000001,2.1777777777777776,bb2d3256-6895-4665-afa8-991cda014ae2,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.5111111111111106,95,1.333333333333333
prm,ec0092340,2022-01-25T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,6,0,6,2,< 1 Year,2021-07-14T00:00:00Z,4,3,5,3,5,3,3,3,3,3,2,1,1,3,2,2.9,0,0,0.4,0.4,2.5,2104c110-e35a-44d7-9ae1-fc7707a2c264,MDG Regular,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.8000000000000003,94,1.3000000000000003
prm,ec0092343,2022-01-25T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,1,0,1,1,< 1 Year,2021-08-06T00:00:00Z,4,1,5,0,3,3,3,3,3,3,3,1,5,5,5,2.888888888888889,0,0,0.4,0.4,2.488888888888889,d0304406-6c15-470b-8a5b-ca71a9ca94d3,MDG Regular,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.6222222222222222,99,1.1333333333333333
prm,ec0092344,2022-02-01T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,3,NA,3,2,1 - 3 Years,2019-08-20T00:00:00Z,5,1,5,5,3,3,3,2,3,5,1,1,1,1,1,2.5,0,0,0,0,2.5,464cfb83-f0ed-4666-a23e-6982ca8f6a1d,MDG Regular,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.4,87,0.8999999999999999
prm,ec0092345,2022-01-27T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,NA,2,< 1 Year,2021-09-18T00:00:00Z,4,1,5,5,3,3,3,2,3,3,2,3,1,1,1,2.7,0,0,0.4,0.4,2.3000000000000003,3178168c-71ec-474f-bc1f-c3be85466f0c,MDG Regular,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,4,92,1.6999999999999997
prm,ec0092347,2022-01-28T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,NA,2,1 - 3 Years,2021-02-08T00:00:00Z,4,3,5,5,3,3,3,2,3,3,2,1,1,1,1,2.7,0,0,0.4,0.4,2.3000000000000003,3595e4bc-5070-4437-a615-32d8de689f21,MDG Regular,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.6,96,1.2999999999999998
prm,ec0092349,2022-01-31T00:00:00Z,cecilia aulestia,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,0,2,2,3 - 5 Years,2022-01-31T00:00:00Z,4,1,5,5,3,1,3,2,3,2,3,3,1,5,3,3,0,0.2,0.6000000000000001,0.8,2.2,ad707e50-7354-4841-b6fb-52c0058ec8d8,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,2.8,88,0.5999999999999996
prm,ec0092351,2022-02-01T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Otro,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,2,0,2,2,1 - 3 Years,2018-02-10T00:00:00Z,5,3,5,1,3,3,3,1,5,3,5,1,5,1,3,3,0,0,0.4,0.4,2.6,5bcab1d0-a864-41ff-a7f2-fb7e33728188,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.9,94,1.2999999999999998
prm,ec0092368,2022-01-25T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,1,< 1 Year,2021-09-25T00:00:00Z,5,3,5,5,3,3,3,3,3,2,5,3,1,3,2,3.5,0,0,0.6000000000000001,0.6000000000000001,2.9,87ab93ff-de32-4ec3-9752-9d24aa4c4acc,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,2.1,94,-0.7999999999999998
prm,ec0092370,2022-01-25T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,1,< 1 Year,2019-01-10T00:00:00Z,4,3,5,0,3,3,3,1,1,3,3,3,5,3,4,2.7777777777777777,0,0,0.4,0.4,2.3777777777777778,226337ea-c592-4e55-80fb-0928961f9b54,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.5111111111111106,100,1.1333333333333329
prm,ec0092377,2022-02-04T00:00:00Z,cecilia aulestia,Femenino,NA,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,1,< 1 Year,2022-01-04T00:00:00Z,3,0,2,0,0,3,1,2,1,3,5,1,5,1,3,2.2857142857142856,0.44999999999999996,0,0.4,0.85,1.4357142857142855,32a6f737-e4d8-41cb-aa68-9f6992ddd36f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,2.525,91,1.0892857142857144
prm,ec0092384,2022-02-01T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Otro / No aplica,Femenino,NA,Español Inglés,Cédula de identidad / ciudadanía Pasaporte,NA,2,NA,NA,1,3 - 5 Years,2016-05-28T00:00:00Z,4,3,5,5,3,3,3,1,1,5,2,1,1,1,1,2.4,0,0,0,0,2.4,070511df-8e18-4bba-9492-ac2fbdc39106,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3,87,0.6000000000000001
prm,ec0092385,2022-02-01T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,NA,NA,1,1 - 3 Years,2021-06-06T00:00:00Z,4,3,5,1,3,3,3,2,3,3,2,3,5,1,3,2.7,0,0,0.4,0.4,2.3000000000000003,0a1bb307-a5db-4037-96fa-35e9378d2798,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.2,94,0.8999999999999999
prm,ec0092398,2022-02-02T00:00:00Z,jetzabeth molina,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,0,1,1,< 1 Year,2021-07-13T00:00:00Z,3,0,3,1,3,3,5,2,3,3,5,1,1,5,3,2.888888888888889,0.3,0,0.4,0.7,2.188888888888889,a644e229-941d-48bf-b42f-a86698457b4f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,2.9333333333333336,70,0.7444444444444445
prm,ec0092408,2022-02-03T00:00:00Z,ivett vanessa ramos bosquez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-09-29T00:00:00Z,5,3,3,5,1,3,5,2,3,3,3,1,1,3,2,3,0.3,0,0.4,0.7,2.3,ab11b0da-a862-477b-b7e8-0de36f215387,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,2.6999999999999997,89,0.3999999999999999
prm,ec0092411,2022-02-02T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-09-12T00:00:00Z,4,3,3,1,3,3,5,3,3,2,5,1,5,3,4,3.2,0.3,0,0.6000000000000001,0.9000000000000001,2.3,844e74bd-a242-4fb5-a5eb-9319c6266d29,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-12T00:00:00Z,3.488888888888889,69,1.188888888888889
prm,ec0092420,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,3,2,1 - 3 Years,2020-11-01T00:00:00Z,4,3,5,0,3,3,5,2,3,1,5,1,1,1,1,3,0,0,0.8,0.8,2.2,09540631-a4ba-42c7-ba66-e8ccde3d40e5,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.488888888888889,76,1.2888888888888888
prm,ec0092421,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-05-03T00:00:00Z,4,1,5,5,5,3,5,3,3,3,3,1,5,1,3,3.3,0,0,0.4,0.4,2.9,52dff355-668c-43e1-a198-ab5eb8e186d9,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-12T00:00:00Z,3.4,70,0.5
prm,ec0092422,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,0,1,2,< 1 Year,2021-02-21T00:00:00Z,4,1,5,1,5,3,5,2,5,3,3,1,1,3,2,2.9,0,0,0.4,0.4,2.5,b8e59046-82ca-45f5-8798-bc478311db4d,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,2.6222222222222222,77,0.12222222222222223
prm,ec0092428,2022-02-04T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-07-06T00:00:00Z,4,3,5,0,3,1,3,2,3,3,3,3,5,3,4,3.111111111111111,0,0.2,0.4,0.6000000000000001,2.511111111111111,aa81bfba-f789-4583-9778-805da3037968,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,2.8666666666666663,73,0.3555555555555552
prm,ec0092429,2022-02-07T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2020-12-15T00:00:00Z,4,3,3,1,3,1,5,4,5,3,3,1,5,3,4,3.3,0.3,0.2,0.4,0.9,2.4,80b3b9f9-2bf1-4fd2-a9a1-92a638fdafd6,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,3,74,0.6000000000000001
prm,ec0092430,2022-02-03T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,1 - 3 Years,2019-02-14T00:00:00Z,4,3,5,0,3,1,3,2,5,5,3,1,5,1,3,3,0,0.2,0,0.2,2.8,c9719754-28db-4ec0-afeb-d2e7da9f82ff,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-20T00:00:00Z,3.0666666666666664,76,0.2666666666666666
prm,ec0092431,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Otro / No aplica,Español,4,0,4,1,1 - 3 Years,2020-11-27T00:00:00Z,3,0,5,3,5,3,5,1,1,2,5,1,1,5,3,3,0,0,0.6000000000000001,0.6000000000000001,2.4,d9d5343c-3cc5-43b5-af0d-2aaabdced605,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,2.8222222222222224,71,0.4222222222222225
prm,ec0092434,2022-02-02T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,3,< 1 Year,2021-06-26T00:00:00Z,4,1,5,5,3,3,5,2,3,3,3,1,5,5,5,3.2,0,0,0.4,0.4,2.8000000000000003,1d8efea7-683c-4c0f-abed-86faec691d79,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-12T00:00:00Z,3.5,69,0.6999999999999997
prm,ec0092441,2022-02-07T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,1,0,1,2,< 1 Year,2021-07-14T00:00:00Z,4,3,5,0,3,3,3,2,5,3,2,1,1,5,3,2.888888888888889,0,0,0.4,0.4,2.488888888888889,e5386334-ced4-4286-aaac-9b1717c3f36a,MDG Regular,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.733333333333333,70,1.244444444444444
prm,ec0092443,2022-02-07T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Turno para admisibilidad,Español,1,0,1,1,< 1 Year,2021-10-07T00:00:00Z,4,1,5,1,0,3,3,2,5,3,2,1,5,3,4,2.5555555555555554,0,0,0.4,0.4,2.1555555555555554,664c7607-a190-472d-824a-71aca0ddeb3e,MDG Regular,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.2888888888888888,70,1.1333333333333333
prm,ec0092444,2022-01-31T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-06-26T00:00:00Z,4,1,5,1,3,3,3,2,5,3,3,1,1,1,1,2.4,0,0,0.4,0.4,2,18876860-4c66-4fce-81f8-67c6cad0f367,MDG Regular,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.6999999999999997,77,1.6999999999999997
prm,ec0092447,2022-02-07T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,3,< 1 Year,2021-10-04T00:00:00Z,2,1,5,0,3,1,3,2,5,3,3,1,5,5,5,2.7777777777777777,0,0.2,0.4,0.6000000000000001,2.1777777777777776,4e1d66a5-9ecb-41ae-b17c-e513eb51520e,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.8222222222222224,70,1.6444444444444448
prm,ec0092449,2022-02-05T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,1,0,1,1,1 - 3 Years,2021-01-07T00:00:00Z,4,1,5,0,5,3,3,1,1,3,3,3,1,1,1,2.4444444444444446,0,0,0.4,0.4,2.0444444444444447,4985a279-5f61-4d1a-ba1b-6aa65e6d2dec,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.8222222222222224,72,1.7777777777777777
prm,ec0092461,2022-02-09T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa Amparo,Español,2,0,2,2,< 1 Year,2021-10-04T00:00:00Z,3,5,5,3,3,3,3,2,5,3,3,1,1,3,2,3,0,0,0.4,0.4,2.6,b754e407-2c31-4341-9b5c-a6c29ee69c77,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.9,68,1.2999999999999998
prm,ec0092463,2022-02-03T00:00:00Z,hias,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,NA,1,0,1,1,< 1 Year,2021-08-02T00:00:00Z,3,0,3,5,3,3,3,2,5,3,5,1,1,1,1,3.111111111111111,0.3,0,0.4,0.7,2.4111111111111114,12f5742d-6ef7-4ca1-9768-5f639e3049c1,MDG Regular,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.5,74,1.0888888888888886
prm,ec0092467,2022-02-03T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,NA,Cédula de identidad / ciudadanía,NA,2,0,2,1,< 1 Year,2021-10-21T00:00:00Z,3,5,5,1,3,3,3,2,5,3,3,1,1,3,2,2.8,0,0,0.4,0.4,2.4,e76517a4-29b9-4902-ab4c-d0e6302b9a2c,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.4,74,1
prm,ec0092468,2022-02-05T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2020-12-23T00:00:00Z,2,0,5,5,3,3,3,2,5,3,3,3,1,5,3,3.2222222222222223,0,0,0.4,0.4,2.8222222222222224,cf8dd7fe-0b4e-4fe6-a43e-6c732ef50c98,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.2666666666666666,72,0.4444444444444442
prm,ec0092482,2022-02-10T00:00:00Z,bethzabe sanchez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,1,< 1 Year,2021-06-14T00:00:00Z,3,0,5,0,5,3,3,4,3,3,3,1,1,5,3,3.125,0,0,0.4,0.4,2.725,831edfb3-4001-4320-96c3-0c8f5a7b3640,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-27T00:00:00Z,4.066666666666666,76,1.3416666666666663
prm,ec0092510,2022-02-15T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 - 3 Years,2019-12-28T00:00:00Z,2,5,5,0,3,3,1,2,5,3,5,3,5,3,4,3.3333333333333335,0,0,0.4,0.4,2.9333333333333336,f598da21-00dc-4dd9-a341-bfed23468cf6,MDG Regular,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.6,62,0.6666666666666665
caminando,ec0092517,2022-04-23T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español Inglés,2,0,2,2,< 1 Year,2021-06-17T00:00:00Z,4,0,3,3,1,1,5,2,3,3,3,3,5,3,4,3.111111111111111,0.3,0.2,0.4,0.9,2.2111111111111112,da55d225-470c-4e48-8ac2-d28ce546e7c5,NA,2,1,0,0.5,TRUE,2022-05-20T00:00:00Z,1.2555555555555553,27,-0.9555555555555559
prm,ec0092563,2022-02-09T00:00:00Z,olga herrera,Femenino,Presencial,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-07-27T00:00:00Z,4,5,5,1,0,2,3,2,5,3,2,1,1,3,2,2.7777777777777777,0,0.1,0.4,0.5,2.2777777777777777,c2bb30d6-9dba-46e8-ab5f-62acd0c37657,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.6,68,1.3222222222222224
prm,ec0092569,2022-02-21T00:00:00Z,johana quinaluisa,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-06-01T00:00:00Z,3,1,2,3,3,3,3,2,1,2,3,1,5,3,4,2.4,0.44999999999999996,0,0.6000000000000001,1.05,1.3499999999999999,fb1ba718-f2f6-4b1e-b4eb-d2aa7a58cf43,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-28T00:00:00Z,4.444444444444445,66,3.094444444444445
